mint_address,min_ratio,manipulated,return_ratio,label
FKehdmjQRvSgkt2oB4GFhJ4Q5ZWdKnVmziZ9RKxDpump,0.014458335454692366,yes,-0.824995191001261,high
gG87aeCsDZk76UCULPztE3JFP3wEUydN2EfwpyKpump,0.04997275917167927,unknown,-0.5491141466595039,high
FgbWXWvMw8kJTasE8t1vmgJmudCdukmYxtkezGQppump,1.0,no,0.6178992125004313,low
5Q8RSzXAybeLYkf76mMP5a5C9ikc8y4Qq9raJqKapump,0.7918842560019325,no,18.036838688241616,low
5Rd7waNLPawHJkiCG92nZ6QUVixHBmcmMEBmmkhcpump,0.07420981250396369,yes,-0.8373991691516577,high
CgJz2gxgJnN78FohFGnEYEVUenyqoAin48n7pPtdpump,0.0461624376169057,yes,-0.9077797722194936,high
7abboorZPKSCNjQB9jEMuKzR3s2xJNem9HJ4Aq9npump,0.45965551583953523,no,-0.4044983662243471,medium
C4z96CNHMHhvh8YAiW8Sfm7S8p6rj2pQjcCxNgK2pump,0.03033201733731567,yes,-0.9505512945665363,high
8KBPLZCQoUT7nguiRWEBakf3U4SiQrwyyJ4GLC3zpump,0.13221188921066893,yes,-0.758687843388325,high
AQpNLcdALMd9nVhfXgKSYmvmF2PfdLJLv65ssUHwpump,0.0866623016551599,unknown,-0.636068390858263,high
q5qfiqWXYab6g7i7zKeqpv3N6uwTHE8YWsJsw2Cpump,0.04850439201377679,yes,-0.9097009799231158,high
4Qr2i8Hbw3QkFqKGpSn83ZVCCSAgihYTLFvnrD8Fpump,0.21346921516989034,no,-0.5587255185380181,high
9he843sgdveqe2f38PE19sRFemZQATvbEPZNYU59pump,0.5840196491486447,no,1.8201158031456608,high
AyyNFBbXb4YwCSTabqXgvBB65CPVFpoBLH5m4WHRpump,0.04224922956911154,yes,-0.9377157785340916,high
5heRGU1JctH9wMF6UxFFXS1mMyoLrgHWwsQ9x7HPFBNE,0.8917094652322076,no,-0.10721239932313101,low
DYx2LmQwLZuhGWZH5PDWby6GgGFZZfQXZLCVjEuspump,0.13978899609741421,unknown,-0.7502871430193133,high
iCbyY4fjQir99m2vNuWChUN8mvAt54ofFBoUffVpump,1.0,yes,0.01838472125884973,high
GzWZFapCxMSQsuxSBudE53CRMz2NpaXCou3BKpYDpump,0.5213791832810394,yes,-0.1297591118459757,high
2eNxBxzz2QPfYaFv6qDFB2WRHUPx74aGNhZqZfH6pump,0.05152520254642743,yes,-0.9458111543569294,high
BiizhvYvCHEE9ph1ccDtU2wC86p7YF9EEWhacTTpump,0.04615129672507896,yes,-0.5808453463247395,high
J2EkgBgXpyW3K7NG4Cude5LK5nb732m3hxjvVUU7pump,0.06939628826702221,yes,-0.8735871658772699,high
7H4RJAePfpbimV7pdjGeEcdYCpbqvyaxtF5wGE8qpump,0.5172418790207147,no,0.16259929580833396,medium
Am4qA7VZZ3V5aqays2ttbJSDbSPpR8CKvg5xEq1Ypump,0.06365340620195992,unknown,-0.9387527602811987,high
HC3JjeU6jcS3LXJ2GwbZgiCkmpJYBXqCr9s3Vafrpump,0.9173817523480391,yes,-0.24141097013914112,high
EDaqSjc7AzNwhCAfJom9TokNrzrMbcZF12SWVFqXpump,0.1458763716008224,unknown,-0.7164750594290047,high
2C2zdrbUZmMRsdgXq8eoqa1V8hgD4uBr271bqEFspump,0.06027616710763926,no,-0.8186815033983287,high
DGi9GZuKncPwoZTDw5MxEYPdq2PMLNLtoAJ5jQNsqwA8,0.06150092688302084,yes,-0.7757978059128027,high
Cq1nM51gsSGmD6oFQjALvhPmyXQEzZohuTSkG9edpump,0.14157310621480684,yes,-0.8389672479344664,high
BytSeBeJ9HGq9nAc7otnfBBs2ZNV8arAMXCHoAWPpump,0.13606246310076042,yes,-0.7929912885511985,high
4LXuTiJskMs215WVDwyCpyCx5KrLvy3AxgHNMfJjpump,0.490829279885226,unknown,-0.5260781567757948,medium
2vRRKA7XN4Jh5Lb9j7BaqYJZJ5hLzze9dNRN7cmapaRJ,0.06148832236196949,yes,-0.8842952642701889,high
25wSzy9PfNjFuzoV6CZfsB3n1Z53iQXd5Pkof9iUpump,0.15707119800986588,no,-0.7763751900822001,high
KHNybRjqqD6q6Uo9BWJUaYNa4CVPizoK6s24DRRpump,0.27642476940023414,no,-0.5022490225532462,high
Hz9UBYhrLN1UBPFntnZCbKNExH92KwLfjVrDsx9Jpump,0.24548760902493202,no,-0.5883482143762713,high
Co5H5JJrs5YyHqCwd1Bvbz1BzKjKeUZpXYjmU2hpump,0.051979479670686515,yes,-0.9533436903721336,high
D9ZBCxsHVtkKVfM4JiyJv26bqFoAZvZRZmoG2TWTpump,0.08806561660389212,yes,-0.766718013944334,high
6j5xireF9nGRYdRjhyKSDtCUGesu7tS7y79EYEPmpump,1.0,yes,0.9338530987434251,high
5rubyLFwcQYpAQM5YYp5xFfXhbSQvEaKSCwLz2JPpump,0.06500178730631771,yes,-0.958492026454897,high
7iJ8xymuGsZXmZJDfJvQgkW9ZfCSupwh6bETmieBpump,0.04495245522318964,yes,-0.9319316332007359,high
6MKDH3UXD1qEgZvXymxrZhim4VMCyuizzv7KGZ2Qpump,0.10482545906507544,unknown,-0.6509283697477983,high
4agNUSTzCDRZTjAxAtT3MP4DK3qXy8xxU9EDnx8gpump,0.1731987030689099,unknown,-0.8105745025661635,high
hrNMYWDAggdCaWonNvVHFHwPDJhuowHBiSrR7Ywpump,1.0,yes,0.702899718628874,high
s43Z3zYQzfCGyrrpB2KdwtDhy3jXapKV1RY26LEpump,0.059263488727802696,yes,-0.7918176250677381,high
FwPhy5bys5UiswJmp4wVKyAsoY6kpMhSZLVYeaEGpump,0.37525731445472554,no,0.16156091040712883,medium
8ciYyNH9khkkmcWDVdu3oiUkStAVGsXxeDiPZ6aapump,0.08406606079703945,no,-0.8390664309609507,high
Rnz3yfGtV2sg3VxynyUaeJaSHPLDE8176NDWMo6pump,0.6164109917645298,yes,-0.614542613545903,high
4gzsGxoiNmAXRiovYMTmXi5WsgBEeSEmpnj5sCT2pump,0.11025167666416773,yes,-0.8904284613813204,high
6Jkj3VZx2TkxHaguDBU3sWFy7xb28mPt5n3yoYorpump,0.07665109795329594,no,-0.8061614969660842,high
BsZAuqcYCMM23q7FSsBLCmBgqvo6t956ooxaBkcYpump,0.03975169286122455,yes,-0.6062085242556897,high
8742T46vg5U421sgfUbXBCjc28W2VXv7xxDJU6Sppump,0.0520925085547684,yes,-0.7715827321955514,high
23Wkp1y9LpG9yK5TxLmbGAXZP9gqYZjdKPaqEhphpump,0.03476348279560316,yes,-0.4533523072931878,high
6tKu3DGnDoxzVjD7L5sxqN7rUPKWqtUbf1PjQAYkpump,0.010588297070456823,yes,-0.372836371750302,high
73rJXc5RTh1fFiDcZPKxckTShf2S9BGH6sLRaWZkpump,0.5334727521742187,yes,0.3144507662077389,high
9sACVQBRAU8UJHKAL5VLmSdhVVFNNWUmpStJwdXzpump,0.0864374205275261,yes,-0.5823958986890587,high
3L2TV1vH2yFJ3hwTLudcf2Q9k6JwJoiXp8NdQ237pump,1.0,yes,0.7769741766586552,high
9XMqkWcowXDbcYZRbVbng7NJpgRzZSdrQarU2bQapump,0.20453337390636736,no,-0.7041831936613582,high
DUjAe7ss6v1eoL21DpZKGiN77UbMvSh7SW3rmStcpump,0.03479895758969249,unknown,-0.9559343764378211,high
8Q58Mhcm2v3cMtNDiza2JEGRvmbmiwJ7dJC1MVgUpump,0.5161202417162984,no,-0.2925613446515935,medium
2EgZRF8gXbsh8pb5rRWqS1erm6uivEScdg2VcRjHpump,0.07392674499748753,yes,-0.8910043769725874,high
851TKDdARHnXFxdzZfC3yXP2GSGNmsWVc1CKsc4opump,0.05917946594729931,yes,-0.3442273729896004,high
44oAPDt8ikT9yUqYBwoGt2wYUoKx15C4fQtuUSbepump,0.01152441969764134,yes,-0.8168942602502435,high
BPcCs1fer87KzqgkHHCvR36SkfDqaEcLGxt62fkkpump,0.7070539022120564,yes,0.01194811358941886,high
35VLTwchyJhsxLFPhLYGYoWtUdbK8RBLPXpaoBV4pump,0.057659640373286636,yes,-0.9491552483785358,high
HqKH17LmRoJfuvJVMwt9vxUVBRx94WYJDah61fpspump,0.05554465751261213,yes,-0.9171104914980401,high
HZoEFofERPJ8DxRWvnHUjpCJzon1frU68yjc8T3epump,0.16893686678861577,no,-0.4218301091218242,high
X3yTp7DGC7HCLK8TQyqakNghniWjUEWbJ8JxcbFpump,0.4057841982443508,yes,1.8709935455874744,high
o7CVudEvQUyJMW7MFt4TmTWt6j6tyk2HEGzrYZDpump,0.1364064956841645,unknown,-0.7599936587184558,high
Buygz3bkVsk95PDtkE5WdDLmK5n1oC2iB2WcauXwpump,0.05529360258053228,yes,-0.8250314997036461,high
C3kTtQHKqYrUh3o7c8GbF1LTGcwDijyGbTDckt4Upump,0.20086546851972112,unknown,-0.6202220676815453,high
8ro3PgZFDyVw1yugyWEW29ip4sKbM34h2NB3qZ4Lpump,0.08710208370243835,yes,-0.666316670048224,high
9dyrCnMk5Hj1cAvN3yDAjj4zPnFrQh7Y8hawEZnNpump,0.03217263143889917,yes,-0.9368994528129921,high
A5gG2vRx8prCUS2wKnUrffYzbkhrBA3yCxzNLWJWpump,0.8800893361198482,yes,0.4775127639402498,high
CEyRH42vBQ2S7xSr6VQoRmp1nkjyY1otaXXqVQJUpump,0.10891108644227948,yes,-0.6285774291457018,high
EzBtESFJKc1swhxcLN4u3f1kXjpMdZ6hv84BrgHpump,0.04388823257273578,yes,-0.9180820078246089,high
H1gbUutzF1gHqbV91MPxk6YkGEDdiFm44iiUWdwMpump,0.8172979791310351,no,9.564266754089099,low
x3puMBjW6vdkqg5qwqD8f72tB8NnxCK1QM4gNa2pump,0.09472633582709339,no,-0.8411561250273634,high
D36JFCNZt9JoXBeMY8xHmgJ28N85NRner8eCfYo8FT5A,0.6255910478431239,no,0.16015099146634598,medium
zHa6Hc3BnLk5Qo6bpwM2FCvmEhqG3d2v3XLPr2Rpump,0.5915463952985462,unknown,-0.29764176676388926,high
5BdBQLoRsJ92EWhD4PmxU4wstFn7TVSW8ghMCPp3dEoc,0.10737167028365345,no,-0.7574585836641373,high
6tPAbYizHHiiPLgKj3uvZu59PveWU5CcbJs3jgRVpump,0.0401896028392255,yes,-0.9498361065405162,high
AbDudGLbfM4NScHUyDrJ7V8iuXxfAMWrWnXHL38cpump,0.7810253897634785,yes,-0.015140027269329875,high
GmdcpbvXrqnQpowrXKBg23D9DZ2VVYKj9RZ3CA99pump,0.03523066983402778,yes,-0.9252879566756491,high
EVqfq3w9gJq5uLs1UNZXAKPWsQdM1d6jEctTTABwpump,0.12303497127180434,no,0.39684255861238016,high
DiBq5ogQUdZmmPctVnFkVt65tUbwk3NzBtT37mk2pump,0.1605313903894114,no,-0.6082049787531286,high
HsUomUPvJxmd96aRwmVhdvV5th52mmUqt3frxP5Rpump,0.7824841585340045,yes,-0.20597896164448876,high
22mQWkcuf9cTfT6Tn7b4DD5EsJjPKEyEJ276ketFpump,0.052286876382339635,yes,-0.8901813632012755,high
BtiUr1Rh37bv1ihxRP7tNjkwZG24929iSqsuYnC7pump,0.14860246435492858,no,-0.6965291547043231,high
GhUNWcmMdMCU6JHUTHbTReVNiu1Et9WbpptM8Q4cpump,0.07020784779079421,no,-0.8541498220272987,high
6LwL3sFJc9Jmo1fMXzspTkC5nCe4kL44oc591WU1pump,1.0,yes,-0.48951377680128016,high
DSEmv3Z2xXDAzK1GjfJXWSMxVMEN6gdTGKrH7hgy61t4,0.39098609719253785,yes,-0.1311670059508489,high
CseEyLbBAA4tWPfFT77eYfVGtS7FEnaWBQk6SFApump,0.6175204475311981,yes,-0.45267883488907046,high
7jNNPD6sBV4ADnQb5EcNfNbPuBbTrsFTcLGw5pg1pump,0.185593684038522,no,-0.16934057959188878,high
HQg76BZxk1uBNvL24zTeeLDeDE8qLMNEuTVTPsFfpump,0.03714500249055164,yes,-0.9516382743118309,high
4M7T7V2PZFmoBi1X4z6FXoUpEgYYUuisGk6qNAK6pump,0.04518659561317531,yes,-0.9564330245929592,high
AWRixM68VRttHf3NzDszhfJQNU5fnmJhx25X4Puzpump,0.05252964878980416,yes,-0.8911024837068399,high
BaTXhJ2Vka7MNwVg16FfzaSNrRugaPdTqYiMtZZ2pump,0.21096765894908728,unknown,0.004493351905552029,high
EWzNPCBB9rt2hWu8h2pmsARxqjqdDPVkt7p763hUpump,0.8572019345965104,yes,1.1150836293623037,high
rEQTrtvUG6qNkDMaGmEgcuZF7AkNi9HqxFm52uGpump,0.12843556781171211,yes,-0.5737637165587679,high
FhUhNHrQQVuXrKP4Py25mCDxPRrMSHgirvUuw1Ecpump,0.04973503082588586,yes,-0.846404590038502,high
J4feB6MxXSZ1wS9gqjj9WKhC8KFugCEHFgUndGLspump,0.8036986960539216,no,1.944886692875435,low
8ZiSY8pCZQincxw1nx9BDr56DoeHT6speKqF3oSgAd81,0.9299597992054592,no,0.17641466194866265,low
3XL6Cm7ujKMiC2unzC7Sb7xzzCFBvpyfg5Q9Jqocpump,0.10084428411780805,yes,-0.6479369224924799,high
286Z3N95dzDy6zNDDcA71nwDLArk3s49UHbmkvfLpump,0.04207934962555464,yes,-0.891471510321098,high
J5tCMYWmcgApewPBoNwetn1jNjYxKwQJZKnB18e3pump,0.044929524003094246,yes,-0.9139525868987566,high
JDjsoEJXE4tgnrCYPRaWweSe9NXcyM92Thh2Whnzpump,1.0,no,1.1561677729215818,low
CAfcd8NFNHkwiYYRGVzuyo6xh7WPegTPsLos7uugpump,1.0,yes,0.09112168641772818,high
HqJZgnSVHjoWnK32exu5R5LvHfb2HhSkXqXKEsRSpump,0.19032702565631604,yes,-0.8788204728553757,high
MJiMi61u3DepE6UN9roDPgpZ8qvkS7sbBYVmoogpump,0.05929935318994234,yes,-0.9243892158257523,high
FFzYPYLiWdxXBcitgaPS2KG9htL4iypUWynk2HRepump,0.08702448768813088,yes,-0.8893888704542516,high
BZvi3xLoBoeqpDQPqm5KV1u9Ex4a21CQUKJBmdYnpump,0.022840879961987123,yes,-0.6114435129025992,high
8d5ntbycxqXLiA5X1uzaXSDPGzT9jpVujoZpGstQpump,0.9578164034463695,yes,0.12920639683479476,high
7a24AfiWXHEnyx5wDQrFXAWPz9PaYURQXHTV8Mbopump,0.11633596243060247,yes,-0.35882273449785484,high
GdGMgcgi5o45kEaqac5hKgpec33LEfXUdMWshyuvpump,0.041773971340233806,yes,-0.9255412833977185,high
EgapTQKn4V7oj5TZeTCyVYPEEAabeCj13uRnzXV6pump,0.6280807228690886,no,-0.6163596329893803,medium
DT5J2qQexuLS29ZhthnzMphJ7GkB34r5vP5Bubv5pump,0.6003268007352175,no,0.9657733311499505,medium
EB4WbaWBcQFspwpqGMtG2agAQEnmLnjgY6dAfiAspump,0.06969860881098691,yes,-0.873477368954323,high
EyxEwyU3gao3WjEigbRFoMPAvxAmCtkPkSjMSkoDpump,0.10462129017828892,yes,-0.7508761931676091,high
WJaob1grKwBYhBtdsJA43Lk2w8Ud3AeSGCgi37kpump,0.027535580392557747,yes,-0.9161259058412476,high
3xKm1CaPxpkQvQb3xpYTpQaFH44x1BgomQqAgVvApump,0.1592926458333041,no,-0.757639441826755,high
5uzGu7B7aEY2f159V6Hdz48bfah9LPf5Mc37RcpBpump,0.4009066355690504,no,-0.6017620833047398,medium
2iZG5E71UWVCPGudtnKmadSu8eM3kGSNbvwWoasNpump,0.010244689782287817,yes,-0.9458133175517431,high
FRoHWWBhPkj85YKRLme23H6mReKdF2Erk2Ebaxg4pump,1.0,no,7.074751458510159,low
AP3imJVpXaEbeygp24H39amMpwJRBXahEAPSLf9ypump,0.05344531909071246,yes,-0.801884802597266,high
4kxhkZEBmjK7AY3mNCfUTu9PbCg5ZYsBfeV9dt7Epump,0.2092001745604571,yes,-0.7823453863155834,high
oMMALiKweFHkEJGHWg3GLNi7JAJqPcyQUHhDwmBpump,0.05045974063337882,yes,-0.9275766653855914,high
DJums2dayPP9fJ5h6naztWV2rwTUUMBdM9GKmu1jpump,0.07352747281275203,yes,-0.8839788674658048,high
9qDxRkaMqLS3P5TUDXNKvY3h7oA1Dy1J6F9h4m17pump,0.14456755916362118,yes,-0.44784267746906414,high
QauWkczHiRKnVogUgqD4Ayzv98G8bwjP9ob9VQ7pump,0.051810267507910256,yes,-0.7033052447481916,high
Js7X5w1inJ8g5tQgfTseGQCMeGbE3hZEJtnHX7kpump,0.03920338157708304,yes,-0.8945158862276692,high
Bvo7LKvt2EBkYn5JQEctXBqvMTtPCxgdKKF3dbdhpump,0.09341311303400061,yes,-0.8041649080938414,high
876Pfowr9ufBxDTUfyxXDAL5icf9SwXaEvwHy32Mhype,0.9004371701612303,yes,0.646045342312163,high
CNsokEMxf2fRD7bexLBuvPgVCs21JwMadXue4Rz6ukbH,0.059949484008391715,no,-0.823834664702625,high
ESxY1PZMgtWV93RJRwg8QewgKtg1FZveDjZWHDTgpump,0.07986490122113962,yes,-0.6088577461048902,high
FddUq36DRuqDMyxxyLy4CxcU9evrsBCdKLtoAPHKpump,1.0,no,0.578171715500953,low
2cc75wNbpFUZUZf7116RAoY8KZZFtJAFyu75Cpyypump,0.05103077131116102,yes,-0.575759711936368,high
6REpXPVnR4ZjNhgHK9FWAGX93LNRf7trxzuq3CnHpump,0.022136689770494433,yes,-0.9800991037653963,high
CW3sQfrFVKQrJGm9LXjhFe9bD8JX2QR83wXxCFYkpump,0.8360463638456713,no,0.10139744210403259,low
Bkkai3we27V2S6rrHxPXb8etgT2dSP7sVJ13DnyApump,0.04878192939133519,yes,-0.752986244710799,high
4deVQjPieyKGnrXkymkJpYbHFqDgWJjgN5aJUR8xpump,0.7044159003440047,no,0.7976514290418638,high
DHXu9Dtyqrc5V28d8egGmnLbKauYJxsuYQV3PviUpump,0.10754373454484782,yes,-0.7655610835841733,high
H6X6sJU7M7U8z3gJWdLNFFpTszgzDwSq42hZ5XHepump,0.30442180057465207,yes,-0.3865765612818558,high
x9JoTTpCi8xtfQbFANwRZrD72GjSaYhJHBwJ6wSpump,0.8249404905905137,yes,-0.35928846970783923,high
3JviP8WpojtBxJ2xsABxMS4aEDC9oXQXsMCHVDnxpump,0.021544713408333485,yes,-0.7321674987462664,high
4Sg1eePaaxDHRtuTz1nF8ae4f93Jv6MyBxDMdX1Ppump,0.9396035888016845,yes,1.7718730979154476,high
6Zc3bAvxEUr1EnkmpGM2JbvQWjA3LmVr5wDNgaqfpump,0.9976892480270134,no,0.7867717900293753,low
BB1Tq12PorfeuKb1YbQDj6zmZkdY1Jp2HvZ32o6Bpump,0.8240582718874667,no,-0.07122994043024945,low
73D8rPsr5pa4PvxGdDLYBk5Sfcre8iqt8PFqcSicpump,0.11966927735827396,no,-0.6632733336912261,high
cNpHctSNCA9bBLRnACK8VGmtppJscbB96mLJNVapump,0.05810884146256207,yes,-0.8601476343767319,high
6PwDH2CrQWCsQKGuWcUj2yVxhKCihm63YgqvdeUwpump,0.06343321916639513,yes,-0.9014492755923377,high
5izYCBiC1kXq6UyHPDGJBVoGMWDGVpkt9G9aStn6pump,0.2968982812493574,no,-0.6706151435000107,high
EcNS39yGDeCFkooSaLmLfhHuboJU1PkmvZd17reJpump,0.05341801449698564,yes,-0.7971425867272789,high
GYdnwRzcpa78YXSMPpNDQv155c5aHVjXw3GECtEnSUEA,0.763729943090833,no,-0.04895217180908565,low
4mDpYBSB5gyUz4cq9eeaRpymYZuYh5pqfYfHjj2bpump,0.9128897183105321,yes,3.2523807298391394,high
GShUxuRQschiKpGrP9nCayyM3qSGQgn7zmzmEbXSpump,0.13861837827819157,unknown,-0.18451375421489652,high
9TPZmUdAXnbQhQ61pQAQXsMXQnL5boqH933YqeoJpump,0.35670895414684484,no,-0.21713933725816978,medium
HNeDkro4iFaHuFE3TmD5BkSsWqWsvhPuPAxd85bqpump,0.6635050410264367,yes,-0.09628136544947355,high
BGgLy3q2VZYg5sCvxEe52hvX97g8dfAhRsKHGfQtpump,0.06048971485847455,yes,-0.8822104221770581,high
4YtL96wof8dyYd3McMEvoMZWoDNdrpZfEXSXkrirpump,0.041559919980691015,yes,-0.9522327044400588,high
uuUHtKq8a3mJDNdVzV33MDHKuSJLEUrM9gtLnhmpump,0.13500013674380512,no,-0.8518986192442936,high
6md1Zsg6ac3mkjzhCnQ2Hn26Emd2mLvXpazGdjV2pump,1.0,unknown,1.2565699953686866,high
8LGbSoiprebCTZb4Wcef5Y55YqKTbKWYY3WQyRUapump,0.5918145581843921,yes,1.0474346685925846,high
2nWijMmUHLyYLTy33rvdNAQftM5WBEKMBJhEUbp4pump,0.04699274778176383,yes,-0.9208521754248014,high
G9CptoTBCWsSo86Se1eiyeMKYdeN7nPufVJn2D26Cpg5,0.1418402770651491,yes,-0.46668852820001555,high
AqHusHSkyokKs7wTY6YxikQ24gomqE5HF96jy9DMpump,1.0,yes,2.7549473067913963,high
HFdudGFxyWioeq6spuPL1bLQh19oBb5k51LYZZCqpump,0.03445511696396669,yes,-0.7549686065616856,high
7Eq9KKePNbwdZiTZPa4ecpDgR2WF1pFYczfK3WTxpump,0.07272108818225388,yes,-0.8351011533000394,high
GK9tMN3HrhJLh8zELuuo7PXeofRpTLZTVP7iGSaTpump,0.04131858569846786,yes,-0.8248560087117537,high
5jSTn2vt87xnQ1mEDALtLmrhMWeRZMSsu1MvvFo7pump,0.061568077598343866,yes,-0.8976616776369045,high
nDTkTauEuGaap4u1rihWWJ8xFpbcgndvm5A3USNpump,0.2859573208215385,yes,-0.5122045063997291,high
7KYVz9iPDSat8vYh8TZ4MrTdwkc5WfJBo1PXRqFVpump,0.054097997095351805,yes,-0.8658717113905814,high
CCf8m3sE4EMgFwV5rTWWZ1TYy4Zj4TzwpKwWk1umpump,0.08378369247226722,yes,-0.9291152215344951,high
4arB3YHtVc4efbiP4zjbzy5PveZet6GxmQYxSgfkpump,0.12022946315804064,yes,-0.7072345663380843,high
HZDw5MWiY5TBprBJW7QFT7zEFFpLEmYNCd4GNPrcpump,0.2980745492197679,no,-0.5178234212146688,high
FiSNRDi14nGPmmb8wELD1TxQ5AN791zwt2ZfwBsqpump,0.7627254821658591,no,0.06667992317458489,low
2RuDRx9RAcXrSoLupeMLGuBay6w5Q1nUrdPySjA3pump,0.9085303878388808,no,0.7948340791409236,low
FwFecgJm3kucrHPo9y8L4b3q7wbYRGT7Hw5hTaA3pump,0.8058259098642991,unknown,0.45525875444545993,high
FgNRDMP83pZK2dX8PhhttanzDz2jKsywwgYaKbSLpump,0.21062504059455733,yes,-0.13712303492354982,high
2xCec51BMDZjTrGzRUkFgEqePCszKWDHnB7Be4vRpump,0.33215933669155867,unknown,-0.47901601132824434,medium
jmjNbmXxiCM4bZQx58rqKeESC2S9jPJrBZu1Y3upump,0.045959830645760924,yes,-0.6784037315459144,high
BUY7LUhJjqRyAQwgsrjjcZAZqovNqM84eUWP5YbVLDiK,0.5148403363103464,unknown,-0.34765786094006357,medium
ZuxUr62NRqnk9aDVKtsbC1EV3TywR7aUkkLZdizpump,0.14500208615695936,no,-0.7924373830875777,high
GmPtYkjbQkpTHC4E9LcroKXKoczKF9Am82Fq2d5R7Tn1,0.07832200757000414,yes,-0.7404763830011852,high
5PDfv3NRacjLSu7y475aPX9qDsWJJz49YDi6htGFTTUr,0.1865863587269175,unknown,-0.518988064912053,high
5yGQVtEzGZhx4m1wYw9rS52PXGWnM5vnMzvjTkFmpump,0.21621096888526337,yes,0.04117374958984418,high
GmXDaKCVpEvKCvcsv83umPw4T8Hyw6v2gQfjihb1pump,0.7256595870492073,no,0.0052750056214673135,low
ABHLnqyxQvJB5j5jWv2wYXE9yhvmjxZFeebAQLqVpump,0.20559000295122795,no,-0.6639812161112133,high
7SYAg64c8z4fxn4Ny7JkbYFu1R61VryUGuEAcBNCifHi,0.05052661366982864,yes,-0.5719954362559703,high
EcUgGEve9YX7Na4AtdqLH27V51iRZnoisDShQEGfpump,0.4098118199753352,yes,0.5641008724142131,high
CchmcpkDQshLYJX95hQsahP3foYfW9NEyd6o5H13pump,0.09805400040771842,no,-0.6067713881518865,high
5wPzfm1H9LqmEN5naKiFShrX1KGtFUWzLgbLft8ppump,0.04316153631414248,yes,-0.7814386430182462,high
511KwDWSbzqTAGUdoNzEjq7rWBMf9snw9qhf2PZjpump,0.22268773541472464,no,-0.3996050471644106,high
Gk1oqqmtPSQyb5iqBjyDcznv4bYWxV2T1mysNJMUpump,0.29628222357527106,no,-0.6184229799238796,high
gSHUhuAz7qfZu92ACSkK2fY7kv58YJoAKSb8zu4pump,0.03751333848871067,yes,-0.1933755076365366,high
CuEinqYmh5dXKvQEPZm2a51grx7AcFEnpuo9EYPbpump,0.889274206847448,no,1.0582057274854364,low
A4Tp7SPYmFNoHuVJMDF1MxmsSWkWj7pgcENZhBb7pump,0.2184087767370863,no,-0.4649563300270954,high
8v88BbXgbiEJGFKbWVie8TGmLAzuTEa663QPP7WApump,0.04785867241623848,no,-0.9435781554384226,high
9pt7S2Sc4BXmQeUSxoPoyUSNV8ncBrrL6L6BS6nDpump,0.08482216959351002,yes,-0.881840517769635,high
413mCaCDppDwjsVzuoPTZGcctWBeez1qEhdy3sqDpump,0.21700907070846184,unknown,-0.7100235334168334,high
7zBWRSU5nxs5dw5yf7XeD5HzsSxaWP2EMFstDyS8pump,0.5311636202480884,no,-0.458509008454802,medium
E2JLoZYgQSbTiR6S4Yu5WSHHLv3QSAiMkCzoUbJepump,0.058394017330882085,yes,-0.9051939431737351,high
Gb8p8ebcQoXNLQMBQwVMVVdwR6eCWKH929hCejgTpump,0.22933967501853497,unknown,-0.5124635277039762,high
EHSyNjUj1BUXAyaEXpNfK1LmddEzpoicK3W1UEqqpump,0.04825184389323558,yes,-0.9554928021053334,high
